t_s,alt_m,downrange_km,V_mps,gamma_deg,q_Pa,Qdot_Wm2,sigma_deg,Mach,lat_deg,lon_deg
7.0,116432.4485198278,30.60132574851068,4706.234831131612,-14.968299486985117,6.163883235304641,14847.05949124634,68.26153920847952,21.04440188066783,-20.782783295495037,-176.4294873381109
7.1000000000000005,116310.90576602658,31.039559976873882,4706.322893043676,-14.964979603279785,6.231980596711528,14929.448500893872,68.26153920847952,21.044787886585805,-20.775376319014995,-176.4298846912425
7.2,116189.38708468806,31.477824316672493,4706.410922271037,-14.961659432629276,6.300816527820775,15012.278078544954,68.26153920847952,21.045173747621337,-20.767968832513695,-176.43028204294788
7.300000000000001,116067.89248033147,31.91611876364683,4706.498918598682,-14.958338974592529,6.370398881167436,15095.550479327068,68.26153920847952,21.0455594628135,-20.760560836068002,-176.43067939320835
7.4,115946.42195748491,32.3544433133504,4706.586881809369,-14.955018228723597,6.44073559098162,15179.267969287343,68.26153920847952,21.0459450311914,-20.75315232975513,-176.43107674200505
7.5,115824.97552068485,32.79279796120156,4706.674811683595,-14.9516971945716,6.511834674018472,15263.432825441621,68.26153920847952,21.046330451774047,-20.74574331365266,-176.4314740893189
7.6000000000000005,115703.55317447754,33.23118270291635,4706.762707999583,-14.94837587168067,6.583704230395253,15348.047335822394,68.26153920847952,21.046715723570262,-20.738333787838524,-176.4318714351307
7.7,115582.15492341714,33.6695975338047,4706.850570533248,-14.945054259589895,6.656352444438543,15433.113799529117,68.26153920847952,21.047100845578576,-20.730923752391025,-176.4322687794209
7.800000000000001,115460.78077206714,34.10804244950995,4706.938399058181,-14.94173235783328,6.729787585538005,15518.634526776603,68.26153920847952,21.047485816787106,-20.723513207388827,-176.43266612216985
7.9,115339.4307250008,34.546517445431746,4707.0261933456195,-14.938410165939676,6.804018009008951,15604.611838944002,68.26153920847952,21.047870636173453,-20.71610215291097,-176.43306346335766
8.0,115218.10478680022,34.98502251703428,4707.113953164427,-14.935087683432743,6.879052156964411,15691.0480686252,68.26153920847952,21.048255302704614,-20.708690589036873,-176.4334608029642
8.1,115096.80296205683,35.42355765973394,4707.201678281064,-14.93176490983089,6.954898559194851,15777.94555967818,68.26153920847952,21.048639815336838,-20.701278515846333,-176.43385814096916
8.200000000000001,114975.52525537182,35.862122869009404,4707.289368459568,-14.92844184464722,7.031565834056654,15865.306667274806,68.26153920847952,21.049024173015532,-20.693865933419524,-176.43425547735202
8.3,114854.2716713557,36.30071814015113,4707.377023461526,-14.925118487389469,7.10906268936983,15953.133757951227,68.26153920847952,21.049408374675156,-20.686452841837003,-176.434652812092
8.4,114733.04221462877,36.73934346851659,4707.464643046045,-14.92179483755996,7.187397923324094,16041.42920965797,68.26153920847952,21.04979241923909,-20.679039241179733,-176.43505014516813
8.5,114611.83688982157,37.17799884945757,4707.552226969736,-14.918470894655542,7.2665804253937605,16130.195411810108,68.26153920847952,21.05017630561954,-20.671625131529055,-176.43544747655918
